Altium Designer Pick and Place Locations
E:\ProjectB\FOXBMS\foxbms-1\hardware\hw-slave-18-ltc6813-1\Sources\Project Outputs for slave-18-ltc6813-1\Pick Place for slave.csv

========================================================================================================================
File Design Information:

Date:       05/03/22
Time:       13:19
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R605_2","10k","TopLayer","RESC1608X05N","2125.000","1725.000","90","SMD Resistor 10k 0603"
"R605_1","10k","TopLayer","RESC1608X05N","4275.000","1737.500","90","SMD Resistor 10k 0603"
"Q600_2","PBSS4112PANP","TopLayer","PBSS4112PANP","1987.497","1724.995","180","Dual NPN/PNP Transistor"
"Q600_1","PBSS4112PANP","TopLayer","PBSS4112PANP","4137.497","1737.495","180","Dual NPN/PNP Transistor"
"C608_2","10n/100V","TopLayer","CAPC1608X08N","1900.000","1725.000","270","MLCC"
"C608_1","10n/100V","TopLayer","CAPC1608X08N","4050.000","1737.500","270","MLCC"
"U1117","ACPL-217","TopLayer","SOIC127P700X220-4N","2137.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1116","ACPL-217","TopLayer","SOIC127P700X220-4N","2012.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1115","ACPL-217","TopLayer","SOIC127P700X220-4N","1887.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1114","ACPL-217","TopLayer","SOIC127P700X220-4N","1762.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1113","ACPL-217","TopLayer","SOIC127P700X220-4N","1637.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1112","ACPL-217","TopLayer","SOIC127P700X220-4N","1512.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1111","ACPL-217","TopLayer","SOIC127P700X220-4N","3987.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1110","ACPL-217","TopLayer","SOIC127P700X220-4N","3862.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1109","ACPL-217","TopLayer","SOIC127P700X220-4N","2637.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1108","ACPL-217","TopLayer","SOIC127P700X220-4N","2512.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1107","ACPL-217","TopLayer","SOIC127P700X220-4N","2387.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1106","ACPL-217","TopLayer","SOIC127P700X220-4N","2262.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1105","ACPL-217","TopLayer","SOIC127P700X220-4N","4737.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1104","ACPL-217","TopLayer","SOIC127P700X220-4N","4612.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1103","ACPL-217","TopLayer","SOIC127P700X220-4N","4487.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1102","ACPL-217","TopLayer","SOIC127P700X220-4N","4362.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1101","ACPL-217","TopLayer","SOIC127P700X220-4N","4237.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U1100","ACPL-217","TopLayer","SOIC127P700X220-4N","4112.500","2387.500","270","Optocoupler, Transistor Output, 1 Channel"
"U600_2","LM5161QPWPRQ1","TopLayer","PWP0014A","2275.000","2025.000","360","Automotive DC/DC buck converter"
"U600_1","LM5161QPWPRQ1","TopLayer","PWP0014A","4425.000","2025.000","360","Automotive DC/DC buck converter"
"C607_2","100n/50V","TopLayer","CAPC1608X08N","2062.500","1875.000","180","MLCC"
"C607_1","100n/50V","TopLayer","CAPC1608X08N","4212.500","1875.000","180","MLCC"
"U700_2","TCA6408APWR","TopLayer","PW0016A_L","2168.750","718.750","180","Low-Voltage 8-Bit I2C and SMBus I/O Expander, 1.65 to 5.5 V, -40 to 85 degC, 16-pin TSSOP (PW), Green (RoHS & no Sb/Br)"
"C701_2","100n/50V","TopLayer","CAPC1608X08N","2222.643","581.250","360","MLCC"
"C701_1","100n/50V","TopLayer","CAPC1608X08N","3375.000","550.000","360","MLCC"
"C103_1","1u/50V","TopLayer","CAPC2012X14N","4231.250","818.750","270","MLCC"
"U700_1","TCA6408APWR","TopLayer","PW0016A_L","3325.000","687.500","180","Low-Voltage 8-Bit I2C and SMBus I/O Expander, 1.65 to 5.5 V, -40 to 85 degC, 16-pin TSSOP (PW), Green (RoHS & no Sb/Br)"
"U101_2","AD8628ARTZ-R2","TopLayer","ADI-RJ-5_M","1050.000","2200.000","360","Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"
"U101_1","AD8628ARTZ-R2","TopLayer","ADI-RJ-5_M","1050.000","2487.500","360","Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"
"U100_2","AD8628ARTZ-R2","TopLayer","ADI-RJ-5_M","2981.250","843.750","270","Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"
"U100_1","AD8628ARTZ-R2","TopLayer","ADI-RJ-5_M","4106.250","843.750","270","Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"
"R708_2","10k","TopLayer","RESC1608X05N","2343.750","643.750","90","SMD Resistor 10k 0603"
"R708_1","10k","TopLayer","RESC1608X05N","3500.000","612.500","90","SMD Resistor 10k 0603"
"R604_2","1R","TopLayer","RESC2012X05N","2860.000","2012.500","270","SMD Resistor 1R 0805"
"R603_2","1k","TopLayer","RESC1608X05N","2550.000","1912.500","180","SMD Resistor 1k 0603"
"R602_2","1k5","TopLayer","RESC1608X05N","2662.500","1912.500","180","SMD Resistor 1k5 0603"
"R601_2","10k","TopLayer","RESC1608X05N","2175.000","1875.000","360","SMD Resistor 10k 0603"
"R600_2","124k","TopLayer","RESC1608X05N","2075.000","1962.500","90","SMD Resistor 124k 0603"
"L600_2","220µH","TopLayer","TYS6045221M-10","2670.000","2075.000","360","Power Inductor"
"C606_2","2u2/10V","TopLayer","CAPC2012X14N","2840.000","1875.000","90","MLCC"
"C605_2","2u2/10V","TopLayer","CAPC2012X14N","2762.500","1875.000","90","MLCC"
"C604_2","100n/50V","TopLayer","CAPC1608X08N","2662.500","1850.000","360","MLCC"
"C603_2","1u/50V","TopLayer","CAPC2012X14N","2465.000","1952.500","90","MLCC"
"C602_2","100n/50V","TopLayer","CAPC1608X08N","2462.500","2075.000","270","MLCC"
"C601_2","100n/200V","TopLayer","CAPC3216X18N","2087.500","2087.500","270","MLCC"
"C600_2","1u/250V","TopLayer","CAPC4532X16N","1962.500","2087.500","270","MLCC"
"T1502","NX2301P,215","TopLayer","NXP-SOT23_N","5100.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"L600_1","220µH","TopLayer","TYS6045221M-10","4820.000","2075.000","0","Power Inductor"
"R604_1","1R","TopLayer","RESC2012X05N","5010.000","2010.000","270","SMD Resistor 1R 0805"
"R603_1","1k","TopLayer","RESC1608X05N","4700.000","1912.500","180","SMD Resistor 1k 0603"
"R602_1","1k5","TopLayer","RESC1608X05N","4812.500","1912.500","180","SMD Resistor 1k5 0603"
"R601_1","10k","TopLayer","RESC1608X05N","4325.000","1875.000","360","SMD Resistor 10k 0603"
"R600_1","124k","TopLayer","RESC1608X05N","4225.000","1962.500","90","SMD Resistor 124k 0603"
"C606_1","2u2/10V","TopLayer","CAPC2012X14N","4987.500","1875.000","90","MLCC"
"C605_1","2u2/10V","TopLayer","CAPC2012X14N","4910.000","1875.000","90","MLCC"
"C604_1","100n/50V","TopLayer","CAPC1608X08N","4812.500","1850.000","360","MLCC"
"C603_1","1u/50V","TopLayer","CAPC2012X14N","4612.500","1955.000","90","MLCC"
"C602_1","100n/50V","TopLayer","CAPC1608X08N","4612.500","2075.000","270","MLCC"
"C601_1","100n/200V","TopLayer","CAPC3216X18N","4235.000","2087.500","270","MLCC"
"C600_1","1u/250V","TopLayer","CAPC4532X16N","4112.500","2087.500","270","MLCC"
"TP902","Testpoint_Square","TopLayer","Testpoint_S1","1768.750","2868.750","90","Testpoint, square"
"C800_1","100n/50V","TopLayer","CAPC1608X08N","5962.500","1731.250","360","MLCC"
"TP1407_2","Testpoint_Square","TopLayer","Testpoint_S1","1149.210","431.250","90","Testpoint, square"
"TP1407_1","Testpoint_Square","TopLayer","Testpoint_S1","1731.250","431.250","90","Testpoint, square"
"TP1406_2","Testpoint_Square","TopLayer","Testpoint_S1","1012.500","431.250","90","Testpoint, square"
"TP1406_1","Testpoint_Square","TopLayer","Testpoint_S1","1612.500","431.250","90","Testpoint, square"
"TP1405_2","Testpoint_Square","TopLayer","Testpoint_S1","1314.468","431.250","90","Testpoint, square"
"TP1405_1","Testpoint_Square","TopLayer","Testpoint_S1","1912.990","431.250","90","Testpoint, square"
"TP1404_2","Testpoint_Square","TopLayer","Testpoint_S1","1437.500","431.250","90","Testpoint, square"
"TP1404_1","Testpoint_Square","TopLayer","Testpoint_S1","2025.000","431.250","90","Testpoint, square"
"TP900","Testpoint_Square","TopLayer","Testpoint_S1","487.500","875.000","90","Testpoint, square"
"TP903","Testpoint_Square","TopLayer","Testpoint_S1","1700.000","2868.750","90","Testpoint, square"
"TP901","Testpoint_Square","TopLayer","Testpoint_S1","387.500","875.000","90","Testpoint, square"
"IC900","LT8302HS8E#PBF","TopLayer","LT-S8E-8_V","637.500","3337.500","360","Micropower No-Opto Isolated Flyback Converter, 2.8 to 42 V, -40 to 150 degC, 8-Pin SOIC (S8E), RoHS, Tube"
"R905","10k","TopLayer","RESC1608X05N","712.500","3487.500","0","SMD Resistor 10k 0603"
"R900","390k","TopLayer","RESC1608X05N","450.000","3425.000","180","SMD Resistor 390k 0603"
"R901","86k6","TopLayer","RESC1608X05N","450.000","3487.500","0","SMD Resistor 86k6 0603"
"C904","1u/50V","TopLayer","CAPC2012X14N","450.000","3362.500","0","MLCC"
"R904","220k","TopLayer","RESC1608X05N","800.000","3287.500","270","SMD Resistor 220k 0603"
"R902","115k","TopLayer","RESC1608X05N","800.000","3400.000","270","SMD Resistor 115k 0603"
"C902","22u/50V","TopLayer","CAPC2220(5750)230_N","393.750","3181.250","90","MLCC"
"TR900","WE_750313457","TopLayer","WE_750313457","1162.500","3412.500","360","MID-FLYLT Flyback Transformers for Linear Technology"
"D901","PDS3200","TopLayer","PowerDI5","1603.445","3587.500","360","Schottky Diode 3A 200V 780mV"
"C907","2u2/250V","TopLayer","CAPC2220(5750)230_N","1631.250","3387.500","0","MLCC"
"C908","2u2/250V","TopLayer","CAPC2220(5750)230_N","1631.250","3156.250","0","MLCC"
"R903","39R","TopLayer","RESC2012X05N","762.500","3637.500","180","SMD Resistor 39R 0805"
"C905","470p/100V","TopLayer","CAPC2012X14N","625.000","3637.500","180","MLCC"
"C900","1u/50V","TopLayer","CAPC2012X14N","443.750","2993.750","180","MLCC"
"L900","74404042100","TopLayer","WE-LQS_4018","281.250","2950.000","180","WE-LQS SMD Power Inductor, L=10 µH"
"C906","4n7/1000V","TopLayer","CAPC4532X16N","1162.500","3050.000","0","MLCC"
"X900","gen_pinheader_2.54_2","TopLayer","Pinheader_2.54_2","1587.500","2962.500","180","Standard Pinheader, THD, gerade, 2.54mm"
"C903","100n/50V","TopLayer","CAPC1608X08N","562.500","3487.500","180","MLCC"
"X1000","samtec_TSW-102-07-G-D","TopLayer","Pinheader_2.54_2x2","437.500","687.500","360","Board-To-Board Connector, Vertical, 2.54 mm, 4 Contacts, Header, TSW Series, Through Hole, 2 Rows"
"X1001","molex_microfit_3_01x2_THT","TopLayer","MOLEX_MICROFIT_01x2_THT","787.402","242.421","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"
"X1002","molex_microfit_3_01x2_THT","TopLayer","MOLEX_MICROFIT_01x2_THT","492.126","242.421","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"
"R801_2","10k","TopLayer","RESC1608X05N","3911.710","1675.000","360","SMD Resistor 10k 0603"
"R801_1","10k","TopLayer","RESC1608X05N","6006.250","1673.750","360","SMD Resistor 10k 0603"
"R1420_2","1k2","TopLayer","RESC1608X05N","3827.660","2115.630","90","SMD Resistor 1k2 0603"
"R1420_1","1k2","TopLayer","RESC1608X05N","5918.750","2106.250","90","SMD Resistor 1k2 0603"
"F900","fuse_1.25A_04661.25NR","TopLayer","LITTLEFUSE_466","249.210","687.500","90","Fuse, Surface Mount, 466 Series, 1.25 A, 63 VAC, 63 VDC, Very Fast Acting, 1206"
"D900","DFLS1100-7","TopLayer","DIOD-POWERDI123-2_V","250.000","861.713","90","1 A High Voltage Schottky Barrier Rectifier, 0.62 V, -55 to 175 degC, 2- Pin POWERDI123, Pb-Free, Tape and Reel"
"D1401_2","SMAJ85A-E3/61","TopLayer","VISH-DO-214AC-2_L","2787.500","2350.000","270","Transient Voltage Suppressor, 6.40 to 231 V, 85 V Stand-off Voltage, Uni-Directional, -55 to 155 degC, 2-pin DO-214AC, Pb-Free, Tape and Reel"
"D1401_1","SMAJ85A-E3/61","TopLayer","VISH-DO-214AC-2_L","4925.000","2350.000","270","Transient Voltage Suppressor, 6.40 to 231 V, 85 V Stand-off Voltage, Uni-Directional, -55 to 155 degC, 2-pin DO-214AC, Pb-Free, Tape and Reel"
"IC101_2","ADG728BRUZ","TopLayer","ADI-RU-16_M","350.000","2262.500","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC104_2","ADG728BRUZ","TopLayer","ADI-RU-16_M","750.000","2262.500","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC100_2","ADG728BRUZ","TopLayer","ADI-RU-16_M","2706.250","875.000","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC101_1","ADG728BRUZ","TopLayer","ADI-RU-16_M","350.000","2562.500","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC104_1","ADG728BRUZ","TopLayer","ADI-RU-16_M","750.000","2562.500","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC100_1","ADG728BRUZ","TopLayer","ADI-RU-16_M","3831.250","875.000","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"X405","gen_pinheader_2.54_2x4","TopLayer","Pinheader_2.54_2x4","1500.000","1375.000","180","Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"
"R1112","150R","TopLayer","RESC1608X05N","1537.500","2612.500","270","SMD Resistor 150R 0603"
"R1113","150R","TopLayer","RESC1608X05N","1662.500","2612.500","270","SMD Resistor 150R 0603"
"R1114","150R","TopLayer","RESC1608X05N","1787.500","2612.010","270","SMD Resistor 150R 0603"
"R1115","150R","TopLayer","RESC1608X05N","1912.500","2612.500","270","SMD Resistor 150R 0603"
"R1116","150R","TopLayer","RESC1608X05N","2037.500","2612.500","270","SMD Resistor 150R 0603"
"R1117","150R","TopLayer","RESC1608X05N","2162.500","2612.500","270","SMD Resistor 150R 0603"
"R1548","3k3","TopLayer","RESC1608X05N","1837.500","2775.000","270","SMD Resistor 3k3 0603"
"T1512","NX2301P,215","TopLayer","NXP-SOT23_N","1949.990","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1542","130R","TopLayer","RESC5025X07N","1925.000","3575.000","90","SMD Resistor 130R 2010"
"R1536","130R","TopLayer","RESC5025X07N","1925.000","3125.000","270","SMD Resistor 130R 2010"
"R1549","3k3","TopLayer","RESC1608X05N","2062.500","2775.000","270","SMD Resistor 3k3 0603"
"T1513","NX2301P,215","TopLayer","NXP-SOT23_N","2175.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1543","130R","TopLayer","RESC5025X07N","2150.000","3575.000","90","SMD Resistor 130R 2010"
"R1537","130R","TopLayer","RESC5025X07N","2150.000","3125.000","270","SMD Resistor 130R 2010"
"R1550","3k3","TopLayer","RESC1608X05N","2287.500","2775.000","270","SMD Resistor 3k3 0603"
"T1514","NX2301P,215","TopLayer","NXP-SOT23_N","2400.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1544","130R","TopLayer","RESC5025X07N","2375.000","3575.000","90","SMD Resistor 130R 2010"
"R1538","130R","TopLayer","RESC5025X07N","2375.000","3125.000","270","SMD Resistor 130R 2010"
"R1551","3k3","TopLayer","RESC1608X05N","2512.500","2775.000","270","SMD Resistor 3k3 0603"
"T1515","NX2301P,215","TopLayer","NXP-SOT23_N","2625.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1545","130R","TopLayer","RESC5025X07N","2600.000","3575.000","90","SMD Resistor 130R 2010"
"R1539","130R","TopLayer","RESC5025X07N","2600.000","3125.000","270","SMD Resistor 130R 2010"
"R1552","3k3","TopLayer","RESC1608X05N","2737.500","2775.000","270","SMD Resistor 3k3 0603"
"T1516","NX2301P,215","TopLayer","NXP-SOT23_N","2850.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1546","130R","TopLayer","RESC5025X07N","2825.000","3575.000","90","SMD Resistor 130R 2010"
"R1540","130R","TopLayer","RESC5025X07N","2825.000","3125.000","270","SMD Resistor 130R 2010"
"R1553","3k3","TopLayer","RESC1608X05N","2962.500","2775.000","270","SMD Resistor 3k3 0603"
"T1517","NX2301P,215","TopLayer","NXP-SOT23_N","3075.000","2800.000","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1547","130R","TopLayer","RESC5025X07N","3049.210","3575.000","90","SMD Resistor 130R 2010"
"R1541","130R","TopLayer","RESC5025X07N","3049.816","3125.000","270","SMD Resistor 130R 2010"
"R1318_2","100R","TopLayer","RESC1608X05N","2575.000","1175.000","90","SMD Resistor 100R 0603"
"R1317_2","100R","TopLayer","RESC1608X05N","2475.000","1175.000","90","SMD Resistor 100R 0603"
"R1316_2","100R","TopLayer","RESC1608X05N","2375.000","1175.000","90","SMD Resistor 100R 0603"
"R1315_2","100R","TopLayer","RESC1608X05N","2275.000","1175.000","90","SMD Resistor 100R 0603"
"R1314_2","100R","TopLayer","RESC1608X05N","2175.000","1175.000","90","SMD Resistor 100R 0603"
"R1313_2","100R","TopLayer","RESC1608X05N","2075.000","1175.000","90","SMD Resistor 100R 0603"
"C1335_2","10n/100V","TopLayer","CAPC1608X08N","2675.000","1587.500","0","MLCC"
"C1334_2","10n/100V","TopLayer","CAPC1608X08N","2575.000","1650.000","0","MLCC"
"C1333_2","10n/100V","TopLayer","CAPC1608X08N","2475.000","1587.500","0","MLCC"
"C1332_2","10n/100V","TopLayer","CAPC1608X08N","2375.000","1650.000","0","MLCC"
"C1331_2","10n/100V","TopLayer","CAPC1608X08N","2275.000","1587.500","0","MLCC"
"C1330_2","10n/100V","TopLayer","CAPC1608X08N","2175.000","1650.000","0","MLCC"
"Z1317_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","2675.000","1400.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1316_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","2575.000","1500.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1315_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","2475.000","1400.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1314_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","2375.000","1500.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1313_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","2275.000","1400.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1312_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","2175.000","1500.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"C1324_2","10n/100V","TopLayer","CAPC1608X08N","2125.000","1300.000","270","MLCC"
"C1325_2","10n/100V","TopLayer","CAPC1608X08N","2225.000","1300.000","270","MLCC"
"C1326_2","10n/100V","TopLayer","CAPC1608X08N","2325.000","1300.000","270","MLCC"
